nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,data_source
DEN,MF,33,1992,31,27,2410,26.8,3,9,12,0,3,4,4,0,0.11,0.34,0.45,0.0,0.34,big5_club
SVK,DF,29,1996,17,13,1176,13.1,1,0,1,1,0,0,2,0,0.08,0.0,0.08,0.08,0.08,big5_club
GER,FW,20,2005,30,16,1460,16.2,8,0,8,8,0,0,1,0,0.49,0.0,0.49,0.49,0.49,big5_club
GER,"MF,DF",18,2007,7,2,247,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,20,2005,14,14,1254,13.9,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,big5_club
NED,DF,22,2003,9,8,681,7.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,MF,25,2000,13,4,379,4.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,"MF,DF",28,1997,16,14,1222,13.6,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22,big5_club
GHA,DF,21,2003,4,1,137,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,FW,26,1999,11,5,481,5.3,1,0,1,1,0,0,1,0,0.19,0.0,0.19,0.19,0.19,big5_club
POL,GK,26,1999,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
JPN,MF,20,2005,12,2,318,3.5,1,0,1,1,0,0,3,0,0.28,0.0,0.28,0.28,0.28,big5_club
USA,MF,22,2003,6,1,164,1.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,24,2000,11,10,800,8.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GRE,DF,21,2003,29,27,2482,27.6,4,1,5,4,0,0,5,0,0.15,0.04,0.18,0.15,0.18,big5_club
CRO,MF,27,1998,28,16,1371,15.2,2,3,5,2,0,0,5,0,0.13,0.2,0.33,0.13,0.33,big5_club
SWE,MF,26,1999,24,8,861,9.6,3,1,4,3,0,0,6,1,0.31,0.1,0.42,0.31,0.42,big5_club
GER,MF,31,1994,25,20,1859,20.7,1,4,5,1,0,0,5,0,0.05,0.19,0.24,0.05,0.24,big5_club
ALG,"FW,MF",25,2000,30,23,1919,21.3,8,3,11,7,1,1,2,0,0.38,0.14,0.52,0.33,0.47,big5_club
GER,DF,26,1999,22,20,1787,19.9,1,0,1,1,0,0,8,1,0.05,0.0,0.05,0.05,0.05,big5_club
AUT,MF,24,2001,25,21,1621,18.0,4,3,7,4,0,0,4,0,0.22,0.17,0.39,0.22,0.39,big5_club
GER,MF,18,2007,5,1,69,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"DF,MF",20,2005,24,20,1804,20.0,0,5,5,0,0,0,2,0,0.0,0.25,0.25,0.0,0.25,big5_club
BRA,MF,26,1999,24,22,1764,19.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,big5_club
CZE,"FW,MF",27,1997,2,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,31,1994,19,12,1068,11.9,1,0,1,1,0,0,1,0,0.08,0.0,0.08,0.08,0.08,big5_club
NGA,"FW,MF",27,1997,12,9,795,8.8,2,0,2,2,0,0,0,0,0.23,0.0,0.23,0.23,0.23,big5_club
ALB,DF,32,1993,34,29,2525,28.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,"MF,FW",24,2001,31,26,2177,24.2,3,5,8,3,0,0,4,0,0.12,0.21,0.33,0.12,0.33,big5_club
ITA,MF,23,2001,9,3,264,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,33,1992,35,30,2569,28.5,3,3,6,3,0,0,3,0,0.11,0.11,0.21,0.11,0.21,big5_club
ITA,FW,19,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"MF,FW",25,2000,13,7,796,8.8,3,1,4,3,0,0,0,0,0.34,0.11,0.45,0.34,0.45,big5_club
ITA,FW,26,1999,24,16,1315,14.6,10,1,11,8,2,2,2,0,0.68,0.07,0.75,0.55,0.62,big5_club
ITA,DF,21,2003,24,23,1808,20.1,3,1,4,3,0,0,2,0,0.15,0.05,0.2,0.15,0.2,big5_club
ITA,DF,17,2008,22,15,1377,15.3,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,DF,26,1999,28,20,1970,21.9,1,0,1,1,0,0,5,0,0.05,0.0,0.05,0.05,0.05,big5_club
GHA,MF,23,2002,25,9,1011,11.2,2,1,3,2,0,0,4,0,0.18,0.09,0.27,0.18,0.27,big5_club
SRB,MF,23,2002,26,11,1030,11.4,2,1,3,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,big5_club
ITA,MF,21,2003,23,17,1572,17.5,0,3,3,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,big5_club
ITA,MF,25,2000,9,0,182,2.0,1,0,1,1,0,0,1,0,0.49,0.0,0.49,0.49,0.49,big5_club
ITA,GK,25,2000,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,GK,33,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,MF,30,1995,33,21,1936,21.5,3,4,7,3,0,0,3,0,0.14,0.19,0.33,0.14,0.33,big5_club
NED,MF,34,1991,34,32,2691,29.9,1,2,3,1,0,0,8,1,0.03,0.07,0.1,0.03,0.1,big5_club
NED,"DF,MF",25,2000,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POL,MF,23,2002,33,24,1897,21.1,2,4,6,2,0,0,3,0,0.09,0.19,0.28,0.09,0.28,big5_club
MNE,FW,25,2000,33,18,1791,19.9,10,5,15,10,0,0,4,0,0.5,0.25,0.75,0.5,0.75,big5_club
CIV,DF,24,2001,19,10,988,11.0,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,big5_club
ITA,MF,25,2000,24,15,1377,15.3,0,1,1,0,0,0,2,0,0.0,0.07,0.07,0.0,0.07,big5_club
BIH,DF,32,1993,19,15,1212,13.5,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
USA,MF,22,2002,19,4,574,6.4,1,0,1,1,0,0,1,0,0.16,0.0,0.16,0.16,0.16,big5_club
BRA,MF,26,1999,30,26,2230,24.8,2,1,3,1,1,1,3,0,0.08,0.04,0.12,0.04,0.08,big5_club
GRE,DF,31,1993,10,7,627,7.0,0,1,1,0,0,0,3,0,0.0,0.14,0.14,0.0,0.14,big5_club
ARG,MF,21,2003,15,6,547,6.1,0,3,3,0,0,0,1,0,0.0,0.49,0.49,0.0,0.49,big5_club
ITA,FW,35,1990,6,2,193,2.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
NOR,DF,20,2005,6,6,484,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,DF,25,2000,11,8,655,7.3,1,4,5,1,0,0,3,1,0.14,0.55,0.69,0.14,0.69,big5_club
ITA,"MF,FW",31,1994,29,12,1217,13.5,4,2,6,3,1,1,3,0,0.3,0.15,0.44,0.22,0.37,big5_club
ITA,GK,25,1999,17,16,1470,16.3,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,22,2003,14,8,705,7.8,2,0,2,2,0,0,0,0,0.26,0.0,0.26,0.26,0.26,big5_club
GHA,MF,22,2003,3,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,MF,26,1999,26,16,1378,15.3,5,1,6,5,0,0,1,0,0.33,0.07,0.39,0.33,0.39,big5_club
COL,DF,27,1998,29,26,2287,25.4,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,big5_club
ENG,"MF,FW",22,2003,28,17,1605,17.8,3,2,5,3,0,0,2,0,0.17,0.11,0.28,0.17,0.28,big5_club
POR,"DF,MF",25,2000,10,10,735,8.2,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,big5_club
ESP,DF,25,2000,32,29,2573,28.6,1,3,4,1,0,0,6,0,0.03,0.1,0.14,0.03,0.14,big5_club
SCO,MF,25,1999,27,17,1601,17.8,1,0,1,1,0,0,7,1,0.06,0.0,0.06,0.06,0.06,big5_club
ITA,DF,37,1988,12,6,491,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
CZE,DF,22,2003,19,14,1325,14.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,GK,17,2007,4,3,353,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,26,1999,32,16,1819,20.2,0,2,2,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,big5_club
ITA,"MF,FW",24,2000,28,17,1518,16.9,3,4,7,3,0,0,3,1,0.18,0.24,0.42,0.18,0.42,big5_club
ITA,DF,27,1998,12,8,678,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,MF,27,1998,30,19,1799,20.0,2,0,2,2,0,0,1,0,0.1,0.0,0.1,0.1,0.1,big5_club
SUI,MF,33,1992,29,26,2213,24.6,1,2,3,1,0,0,5,0,0.04,0.08,0.12,0.04,0.12,big5_club
ITA,"MF,FW",28,1997,35,26,2111,23.5,10,1,11,6,4,6,2,0,0.43,0.04,0.47,0.26,0.3,big5_club
ARG,FW,20,2004,35,26,2359,26.2,7,2,9,7,0,0,3,0,0.27,0.08,0.34,0.27,0.34,big5_club
SUI,MF,24,2001,12,9,717,8.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,FW,24,2000,23,9,811,9.0,2,2,4,2,0,0,2,0,0.22,0.22,0.44,0.22,0.44,big5_club
ITA,MF,26,1999,26,17,1434,15.9,3,1,4,3,0,0,2,1,0.19,0.06,0.25,0.19,0.25,big5_club
NOR,DF,26,1999,27,23,2113,23.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
POL,GK,34,1991,19,19,1592,17.7,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,big5_club
SVK,"DF,MF",22,2002,35,33,2771,30.8,0,3,3,0,0,0,10,1,0.0,0.1,0.1,0.0,0.1,big5_club
URU,FW,19,2005,2,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,26,1998,12,9,859,9.5,0,1,1,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,big5_club
ITA,"MF,DF",29,1995,20,17,1430,15.9,0,2,2,0,0,0,3,0,0.0,0.13,0.13,0.0,0.13,big5_club
ITA,"DF,MF",26,1999,3,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,31,1993,8,3,221,2.5,2,0,2,1,1,1,0,0,0.81,0.0,0.81,0.41,0.41,big5_club
ITA,GK,23,2001,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"DF,MF",25,1999,31,18,1597,17.7,0,3,3,0,0,0,2,0,0.0,0.17,0.17,0.0,0.17,big5_club
ITA,FW,25,2000,27,13,1275,14.2,5,1,6,5,0,0,4,0,0.35,0.07,0.42,0.35,0.42,big5_club
ITA,"MF,FW",25,2000,33,21,1912,21.2,2,4,6,2,0,0,4,0,0.09,0.19,0.28,0.09,0.28,big5_club
GHA,MF,22,2003,16,7,860,9.6,1,0,1,1,0,0,2,0,0.1,0.0,0.1,0.1,0.1,big5_club
ZAM,MF,19,2006,4,4,264,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
URU,DF,20,2005,17,16,1310,14.6,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,big5_club
ITA,FW,36,1988,13,1,227,2.5,1,1,2,1,0,0,1,0,0.4,0.4,0.79,0.4,0.79,big5_club
ITA,MF,29,1995,18,9,767,8.5,2,2,4,2,0,0,3,0,0.23,0.23,0.47,0.23,0.47,big5_club
ITA,"MF,DF",20,2005,37,34,3081,34.2,1,4,5,1,0,0,3,0,0.03,0.12,0.15,0.03,0.15,big5_club
ITA,MF,21,2003,20,15,1268,14.1,1,0,1,1,0,0,4,0,0.07,0.0,0.07,0.07,0.07,big5_club
ITA,MF,24,2001,12,4,412,4.6,2,1,3,2,0,0,3,0,0.44,0.22,0.66,0.44,0.66,big5_club
ITA,"MF,FW",27,1998,27,24,1999,22.2,2,0,2,2,0,0,3,0,0.09,0.0,0.09,0.09,0.09,big5_club
FRA,MF,25,2000,38,33,3050,33.9,1,2,3,1,0,0,4,0,0.03,0.06,0.09,0.03,0.09,big5_club
ITA,MF,22,2003,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,DF,19,2006,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,FW,18,2007,9,3,335,3.7,2,0,2,2,0,0,1,0,0.54,0.0,0.54,0.54,0.54,big5_club
ITA,"MF,DF",20,2005,23,4,783,8.7,2,0,2,2,0,0,3,0,0.23,0.0,0.23,0.23,0.23,big5_club
ITA,"FW,MF",23,2002,36,34,2675,29.7,7,5,12,6,1,1,6,0,0.24,0.17,0.4,0.2,0.37,big5_club
ITA,DF,28,1996,19,19,1706,19.0,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,big5_club
TUR,FW,19,2005,22,11,975,10.8,4,0,4,4,0,0,1,0,0.37,0.0,0.37,0.37,0.37,big5_club
,FW,,,8,0,91,1.0,1,0,1,1,0,0,0,0,0.99,0.0,0.99,0.99,0.99,big5_club
COL,DF,30,1994,26,26,2150,23.9,2,0,2,2,0,0,5,1,0.08,0.0,0.08,0.08,0.08,big5_club
ANG,"MF,FW",23,2002,12,2,329,3.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,DF,28,1997,23,20,1699,18.9,0,1,1,0,0,0,6,0,0.0,0.05,0.05,0.0,0.05,big5_club
ESP,DF,33,1992,19,13,1233,13.7,2,1,3,2,0,0,4,0,0.15,0.07,0.22,0.15,0.22,big5_club
GRE,FW,25,1999,38,25,2273,25.3,14,1,15,13,1,1,0,0,0.55,0.04,0.59,0.51,0.55,big5_club
FRA,MF,19,2006,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,MF,19,2005,17,13,1075,11.9,2,1,3,2,0,0,2,0,0.17,0.08,0.25,0.17,0.25,big5_club
BRA,DF,32,1993,27,21,1949,21.7,1,0,1,1,0,0,8,0,0.05,0.0,0.05,0.05,0.05,big5_club
ITA,DF,31,1993,2,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,DF,23,2002,20,11,931,10.3,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,big5_club
CRO,DF,24,2000,28,19,1662,18.5,0,1,1,0,0,0,8,0,0.0,0.05,0.05,0.0,0.05,big5_club
ESP,DF,20,2005,32,30,2742,30.5,2,0,2,2,0,0,11,1,0.07,0.0,0.07,0.07,0.07,big5_club
NED,MF,19,2005,12,7,686,7.6,3,0,3,3,0,0,4,0,0.39,0.0,0.39,0.39,0.39,big5_club
FRA,GK,30,1995,38,38,3420,38.0,0,1,1,0,0,0,3,0,0.0,0.03,0.03,0.0,0.03,big5_club
ESP,MF,19,2005,31,18,1731,19.2,2,9,11,2,0,0,3,1,0.1,0.47,0.57,0.1,0.57,big5_club
FRA,MF,24,2001,36,31,2739,30.4,6,4,10,2,4,4,4,0,0.2,0.13,0.33,0.07,0.2,big5_club
GER,DF,30,1995,34,27,2326,25.8,4,1,5,4,0,0,3,0,0.15,0.04,0.19,0.15,0.19,big5_club
CRO,"MF,FW",22,2003,29,17,1569,17.4,6,3,9,6,0,0,0,0,0.34,0.17,0.52,0.34,0.52,big5_club
FRA,MF,25,2000,30,17,1485,16.5,2,6,8,2,0,0,3,0,0.12,0.36,0.48,0.12,0.48,big5_club
ARG,MF,22,2003,36,33,2742,30.5,3,4,7,3,0,0,8,0,0.1,0.13,0.23,0.1,0.23,big5_club
KVX,"MF,DF",30,1995,30,19,1591,17.7,2,2,4,2,0,0,2,0,0.11,0.11,0.23,0.11,0.23,big5_club
GER,MF,25,2000,23,6,665,7.4,1,1,2,1,0,0,0,0,0.14,0.14,0.27,0.14,0.27,big5_club
ARG,MF,20,2004,35,33,2878,32.0,12,6,18,12,0,2,5,0,0.38,0.19,0.56,0.38,0.56,big5_club
ESP,MF,33,1992,20,5,544,6.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
AUT,DF,28,1997,14,3,393,4.4,1,0,1,1,0,0,1,0,0.23,0.0,0.23,0.23,0.23,big5_club
ESP,DF,21,2004,28,23,2026,22.5,1,4,5,1,0,0,3,0,0.04,0.18,0.22,0.04,0.22,big5_club
ESP,FW,32,1992,26,9,930,10.3,0,1,1,0,0,1,4,1,0.0,0.1,0.1,0.0,0.1,big5_club
ITA,MF,30,1995,30,18,1753,19.5,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,26,1999,32,17,1646,18.3,0,3,3,0,0,0,1,0,0.0,0.16,0.16,0.0,0.16,big5_club
PAR,FW,29,1996,25,10,945,10.5,1,1,2,1,0,0,2,0,0.1,0.1,0.19,0.1,0.19,big5_club
GEO,MF,20,2005,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,"FW,MF",27,1997,10,3,403,4.5,2,0,2,2,0,0,0,1,0.45,0.0,0.45,0.45,0.45,big5_club
NOR,"MF,FW",27,1998,11,5,390,4.3,1,1,2,1,0,0,0,0,0.23,0.23,0.46,0.23,0.46,big5_club
IDN,GK,28,1997,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CMR,FW,25,2000,5,0,93,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,28,1996,29,29,2540,28.2,2,0,2,2,0,0,2,0,0.07,0.0,0.07,0.07,0.07,big5_club
ITA,FW,28,1997,35,31,2510,27.9,10,1,11,7,3,3,4,0,0.36,0.04,0.39,0.25,0.29,big5_club
ITA,DF,33,1992,9,6,476,5.3,0,1,1,0,0,0,1,1,0.0,0.19,0.19,0.0,0.19,big5_club
ITA,DF,22,2003,36,33,3011,33.5,2,0,2,2,0,0,6,0,0.06,0.0,0.06,0.06,0.06,big5_club
ITA,DF,23,2002,18,7,722,8.0,1,0,1,1,0,0,1,0,0.12,0.0,0.12,0.12,0.12,big5_club
ARG,"FW,MF",36,1989,15,4,524,5.8,1,1,2,1,0,0,1,0,0.17,0.17,0.34,0.17,0.34,big5_club
ITA,"MF,DF",27,1997,31,30,2585,28.7,0,1,1,0,0,0,8,1,0.0,0.03,0.03,0.0,0.03,big5_club
ENG,FW,38,1987,29,24,2105,23.4,7,2,9,7,0,0,5,0,0.3,0.09,0.38,0.3,0.38,big5_club
BEL,MF,29,1996,32,23,1944,21.6,1,5,6,1,0,0,3,0,0.05,0.23,0.28,0.05,0.28,big5_club
ECU,MF,23,2002,7,0,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,27,1998,2,0,16,0.2,1,0,1,0,1,1,0,0,5.63,0.0,5.63,0.0,0.0,big5_club
ITA,GK,34,1991,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,MF,26,1998,25,16,1457,16.2,1,0,1,1,0,0,8,0,0.06,0.0,0.06,0.06,0.06,big5_club
ITA,DF,32,1993,27,25,2192,24.4,0,2,2,0,0,0,4,0,0.0,0.08,0.08,0.0,0.08,big5_club
ITA,MF,25,1999,8,5,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,"MF,DF",21,2004,8,2,254,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
BIH,FW,35,1990,11,3,386,4.3,0,1,1,0,0,0,1,1,0.0,0.23,0.23,0.0,0.23,big5_club
NOR,MF,29,1996,11,8,643,7.1,1,0,1,1,0,0,2,0,0.14,0.0,0.14,0.14,0.14,big5_club
ITA,MF,22,2003,28,12,1168,13.0,0,1,1,0,0,0,2,0,0.0,0.08,0.08,0.0,0.08,big5_club
ITA,DF,28,1996,15,15,1307,14.5,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,big5_club
ITA,MF,19,2006,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,22,2002,29,18,1707,19.0,0,1,1,0,0,0,8,0,0.0,0.05,0.05,0.0,0.05,big5_club
FRA,MF,21,2003,27,22,1762,19.6,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,MF,26,1998,14,14,1100,12.2,1,0,1,1,0,0,2,1,0.08,0.0,0.08,0.08,0.08,big5_club
MAR,MF,28,1996,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ISL,"FW,MF",28,1997,33,27,2250,25.0,5,4,9,2,3,3,4,1,0.2,0.16,0.36,0.08,0.24,big5_club
MAR,MF,23,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,21,2004,33,20,1876,20.8,3,0,3,3,0,0,2,0,0.14,0.0,0.14,0.14,0.14,big5_club
CIV,"FW,MF",27,1997,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,31,1994,6,4,327,3.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,GK,34,1990,37,37,3330,37.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,"DF,MF",26,1998,36,36,3134,34.8,1,2,3,1,0,0,7,0,0.03,0.06,0.09,0.03,0.09,big5_club
CIV,DF,19,2006,3,0,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BIH,FW,39,1986,11,2,244,2.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"MF,FW",24,2000,23,18,1520,16.9,1,1,2,1,0,0,6,0,0.06,0.06,0.12,0.06,0.12,big5_club
ITA,MF,22,2003,15,4,468,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,25,2000,11,7,585,6.5,0,1,1,0,0,0,4,0,0.0,0.15,0.15,0.0,0.15,big5_club
ENG,"FW,MF",28,1996,15,10,981,10.9,1,3,4,1,0,0,1,0,0.09,0.28,0.37,0.09,0.37,big5_club
ITA,"MF,FW",22,2003,20,5,584,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,GK,30,1995,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,26,1999,34,29,2458,27.3,1,0,1,1,0,0,8,1,0.04,0.0,0.04,0.04,0.04,big5_club
VEN,DF,19,2006,6,1,212,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ISR,"FW,MF",26,1999,16,9,890,9.9,2,1,3,2,0,0,1,0,0.2,0.1,0.3,0.2,0.3,big5_club
ITA,MF,25,2000,17,10,862,9.6,1,1,2,1,0,0,1,0,0.1,0.1,0.21,0.1,0.21,big5_club
CRO,DF,27,1997,35,33,2918,32.4,0,0,0,0,0,0,12,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"MF,DF",23,2002,10,2,265,2.9,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,25,2000,26,23,2036,22.6,8,1,9,6,2,2,4,0,0.35,0.04,0.4,0.27,0.31,big5_club
ITA,MF,19,2006,16,2,541,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,24,2001,33,30,2554,28.4,2,3,5,2,0,0,5,0,0.07,0.11,0.18,0.07,0.18,big5_club
DEN,GK,26,1999,1,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,31,1993,11,9,808,9.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,20,2005,27,18,1696,18.8,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,big5_club
ITA,FW,18,2006,2,1,105,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,24,2001,32,16,1672,18.6,4,1,5,4,0,0,1,0,0.22,0.05,0.27,0.22,0.27,big5_club
GER,"DF,MF",31,1994,26,24,1881,20.9,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,big5_club
ITA,MF,28,1997,34,30,2421,26.9,7,3,10,6,1,1,7,0,0.26,0.11,0.37,0.22,0.33,big5_club
SUI,MF,24,2001,16,9,708,7.9,0,1,1,0,0,0,2,0,0.0,0.13,0.13,0.0,0.13,big5_club
GHA,MF,24,2000,2,1,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"MF,DF",28,1997,33,26,2156,24.0,1,5,6,1,0,1,2,0,0.04,0.21,0.25,0.04,0.25,big5_club
DEN,MF,24,2001,4,1,103,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,22,2002,32,29,2597,28.9,0,2,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,big5_club
BRA,MF,20,2005,11,6,552,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,"MF,DF",21,2004,27,25,2212,24.6,2,1,3,2,0,0,5,1,0.08,0.04,0.12,0.08,0.12,big5_club
GHA,"FW,MF",31,1994,31,6,994,11.0,4,1,5,4,0,0,0,0,0.36,0.09,0.45,0.36,0.45,big5_club
ITA,GK,28,1997,2,1,176,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,19,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,18,2006,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CMR,MF,25,2000,3,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
