nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,data_source
ITA,"FW,MF",18,2006,30,9,956,10.6,3,0,3,3,0,0,3,0,0.28,0.0,0.28,0.28,0.28,big5_club
MEX,DF,26,1998,36,36,3215,35.7,1,0,1,1,0,0,2,0,0.03,0.0,0.03,0.03,0.03,big5_club
ALB,FW,17,2007,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,MF,34,1991,20,5,685,7.6,3,1,4,2,1,1,1,0,0.39,0.13,0.53,0.26,0.39,big5_club
NED,GK,27,1998,16,16,1395,15.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
BFA,DF,17,2007,2,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NOR,DF,25,1999,30,30,2622,29.1,5,1,6,5,0,0,7,0,0.17,0.03,0.21,0.17,0.21,big5_club
ITA,FW,23,2002,38,30,2326,25.8,7,1,8,6,1,2,2,0,0.27,0.04,0.31,0.23,0.27,big5_club
ITA,FW,19,2006,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,18,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,MF,28,1996,8,1,118,1.3,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ISL,MF,23,2002,36,31,2767,30.7,1,1,2,1,0,0,1,1,0.03,0.03,0.07,0.03,0.07,big5_club
DEN,MF,24,2001,36,35,3081,34.2,1,0,1,1,0,0,5,0,0.03,0.0,0.03,0.03,0.03,big5_club
NOR,MF,29,1996,13,8,731,8.1,2,1,3,2,0,0,2,0,0.25,0.12,0.37,0.25,0.37,big5_club
ITA,GK,32,1993,22,21,1847,20.5,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,0.0,big5_club
ROU,MF,32,1993,4,2,180,2.0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,DF,20,2005,3,2,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,24,2001,28,13,1413,15.7,0,1,1,0,0,0,5,0,0.0,0.06,0.06,0.0,0.06,big5_club
UKR,MF,32,1993,34,28,2235,24.8,6,3,9,3,3,3,10,0,0.24,0.12,0.36,0.12,0.24,big5_club
DEN,DF,21,2004,13,9,829,9.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,19,2006,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"MF,DF",32,1993,16,12,913,10.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,22,2003,8,5,399,4.4,0,2,2,0,0,0,0,0,0.0,0.45,0.45,0.0,0.45,big5_club
ARG,MF,20,2005,12,3,359,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,"FW,MF",25,2000,35,28,2226,24.7,5,1,6,5,0,0,5,0,0.2,0.04,0.24,0.2,0.24,big5_club
NED,MF,27,1998,23,11,907,10.1,1,0,1,0,1,1,3,0,0.1,0.0,0.1,0.0,0.0,big5_club
LBY,MF,29,1996,18,8,844,9.4,0,1,1,0,0,0,6,1,0.0,0.11,0.11,0.0,0.11,big5_club
SWE,"FW,MF",24,2001,34,9,1102,12.2,0,1,1,0,0,0,2,1,0.0,0.08,0.08,0.0,0.08,big5_club
FRO,DF,24,2000,15,15,1319,14.7,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,26,1999,32,29,2301,25.6,1,2,3,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,big5_club
GER,DF,23,2001,19,14,1347,15.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,MF,25,2000,19,11,970,10.8,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,big5_club
COL,FW,25,1999,22,5,597,6.6,0,2,2,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,big5_club
ENG,"MF,DF",22,2003,15,8,594,6.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,MF,25,1999,29,23,1966,21.8,0,1,1,0,0,0,2,0,0.0,0.05,0.05,0.0,0.05,big5_club
CMR,DF,26,1999,4,3,214,2.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GAM,MF,19,2006,6,3,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,FW,23,2002,28,23,2027,22.5,7,2,9,5,2,2,4,1,0.31,0.09,0.4,0.22,0.31,big5_club
BRA,"FW,MF",21,2003,21,19,1533,17.0,3,4,7,3,0,0,2,0,0.18,0.23,0.41,0.18,0.41,big5_club
CYP,MF,27,1998,6,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ROU,FW,18,2006,6,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,FW,21,2004,3,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,MF,32,1992,22,17,1504,16.7,1,0,1,1,0,0,9,0,0.06,0.0,0.06,0.06,0.06,big5_club
CIV,FW,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SCO,FW,22,2002,14,14,1200,13.3,4,0,4,4,0,0,1,0,0.3,0.0,0.3,0.3,0.3,big5_club
ITA,GK,29,1996,35,35,3150,35.0,0,1,1,0,0,0,0,0,0.0,0.03,0.03,0.0,0.03,big5_club
DEN,"MF,DF",27,1998,31,27,2408,26.8,2,0,2,2,0,0,8,0,0.07,0.0,0.07,0.07,0.07,big5_club
ARG,DF,24,2001,21,15,1409,15.7,0,0,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,27,1997,6,3,305,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ALG,MF,23,2002,26,22,1920,21.3,2,0,2,2,0,0,6,0,0.09,0.0,0.09,0.09,0.09,big5_club
ITA,MF,31,1994,29,25,2272,25.2,1,0,1,1,0,0,9,0,0.04,0.0,0.04,0.04,0.04,big5_club
SVN,MF,27,1998,7,3,309,3.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,GK,30,1995,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,MF,28,1997,20,12,1108,12.3,2,0,2,2,0,0,3,0,0.16,0.0,0.16,0.16,0.16,big5_club
DEN,DF,19,2006,8,4,446,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SVK,FW,23,2002,11,5,446,5.0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,28,1997,17,15,1265,14.1,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,DF,26,1998,38,37,3315,36.8,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,21,2004,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,26,1999,28,28,2239,24.9,1,4,5,1,0,0,6,0,0.04,0.16,0.2,0.04,0.2,big5_club
FRA,MF,22,2003,19,4,493,5.5,1,0,1,1,0,0,1,0,0.18,0.0,0.18,0.18,0.18,big5_club
FRA,FW,21,2003,33,10,1142,12.7,5,4,9,5,0,0,1,0,0.39,0.32,0.71,0.39,0.71,big5_club
FRA,DF,29,1996,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,"MF,DF",26,1999,34,18,1763,19.6,1,1,2,1,0,0,6,0,0.05,0.05,0.1,0.05,0.1,big5_club
ITA,MF,25,1999,22,3,569,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,MF,29,1996,20,15,1325,14.7,3,1,4,3,0,0,2,0,0.2,0.07,0.27,0.2,0.27,big5_club
ITA,MF,27,1997,35,30,2698,30.0,7,16,23,7,0,0,3,0,0.23,0.53,0.77,0.23,0.77,big5_club
ITA,DF,37,1988,18,15,1378,15.3,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,big5_club
ITA,FW,20,2005,35,15,1571,17.5,7,3,10,7,0,0,1,0,0.4,0.17,0.57,0.4,0.57,big5_club
TUR,MF,31,1994,22,20,1639,18.2,9,4,13,5,4,5,7,0,0.49,0.22,0.71,0.27,0.49,big5_club
ARM,MF,36,1989,30,16,1560,17.3,4,1,5,4,0,0,5,0,0.23,0.06,0.29,0.23,0.29,big5_club
ESP,GK,27,1998,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,FW,27,1997,30,27,2159,24.0,17,6,23,17,0,0,4,0,0.71,0.25,0.96,0.71,0.96,big5_club
BRA,MF,23,2001,30,18,1624,18.0,1,2,3,1,0,0,1,0,0.06,0.11,0.17,0.06,0.17,big5_club
SVN,MF,19,2006,1,0,10,0.1,0,1,1,0,0,0,0,0,0.0,9.0,9.0,0.0,9.0,big5_club
SUI,DF,30,1995,33,31,2821,31.3,2,0,2,2,0,0,4,0,0.06,0.0,0.06,0.06,0.06,big5_club
FRA,FW,27,1997,29,24,1900,21.1,13,6,19,13,0,0,2,0,0.62,0.28,0.9,0.62,0.9,big5_club
ITA,DF,18,2007,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"MF,DF",35,1989,6,2,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,18,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,18,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,28,1997,34,31,2517,28.0,3,8,11,3,0,0,7,0,0.11,0.29,0.39,0.11,0.39,big5_club
CRO,MF,21,2003,34,21,1765,19.6,2,2,4,2,0,0,5,0,0.1,0.1,0.2,0.1,0.2,big5_club
POL,MF,31,1994,34,22,2045,22.7,6,3,9,5,1,1,3,0,0.26,0.13,0.4,0.22,0.35,big5_club
ITA,GK,31,1993,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,DF,33,1992,11,8,670,7.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,24,2000,23,21,1922,21.4,3,1,4,3,0,0,2,0,0.14,0.05,0.19,0.14,0.19,big5_club
SUI,GK,36,1988,33,33,2960,32.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"MF,DF",25,2000,36,35,2769,30.8,3,4,7,3,0,0,3,1,0.1,0.13,0.23,0.1,0.23,big5_club
POL,FW,31,1994,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,31,1994,6,3,250,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SRB,FW,25,2000,19,11,968,10.8,7,1,8,6,1,1,0,0,0.65,0.09,0.74,0.56,0.65,big5_club
KVX,MF,26,1999,19,0,382,4.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,MF,25,2000,7,2,230,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,21,2003,23,5,617,6.9,1,2,3,1,0,0,1,0,0.15,0.29,0.44,0.15,0.44,big5_club
ITA,DF,27,1998,21,12,1093,12.1,2,0,2,2,0,0,3,0,0.16,0.0,0.16,0.16,0.16,big5_club
SRB,MF,32,1992,18,4,479,5.3,3,1,4,3,0,0,1,0,0.56,0.19,0.75,0.56,0.75,big5_club
POR,"MF,FW",22,2002,31,27,2078,23.1,3,5,8,3,0,0,3,0,0.13,0.22,0.35,0.13,0.35,big5_club
BRA,DF,28,1997,26,25,2171,24.1,4,3,7,4,0,0,5,0,0.17,0.12,0.29,0.17,0.29,big5_club
CIV,"MF,FW",28,1997,15,6,679,7.5,4,0,4,4,0,0,1,0,0.53,0.0,0.53,0.53,0.53,big5_club
CAN,FW,25,2000,35,20,1781,19.8,6,4,10,6,0,1,0,0,0.3,0.2,0.51,0.3,0.51,big5_club
POR,MF,25,2000,10,2,258,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
COL,MF,24,2001,12,2,296,3.3,2,0,2,2,0,0,1,0,0.61,0.0,0.61,0.61,0.61,big5_club
TUR,"MF,FW",20,2005,36,33,2825,31.4,10,6,16,9,1,2,2,0,0.32,0.19,0.51,0.29,0.48,big5_club
FRA,MF,24,2001,35,30,2442,27.1,3,3,6,3,0,0,2,0,0.11,0.11,0.22,0.11,0.22,big5_club
ENG,DF,26,1998,35,33,2996,33.3,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,big5_club
BEL,"FW,MF",25,2000,24,6,666,7.4,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,big5_club
ITA,MF,27,1998,36,36,2994,33.3,1,2,3,1,0,1,9,0,0.03,0.06,0.09,0.03,0.09,big5_club
ITA,GK,32,1992,9,9,765,8.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,GK,28,1997,30,29,2655,29.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,"FW,MF",27,1998,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,"DF,MF",25,2000,37,37,3281,36.5,2,4,6,2,0,0,4,1,0.05,0.11,0.16,0.05,0.16,big5_club
NED,"MF,DF",27,1998,33,18,1827,20.3,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,big5_club
MNE,MF,19,2006,10,1,171,1.9,1,0,1,1,0,0,0,0,0.53,0.0,0.53,0.53,0.53,big5_club
USA,MF,26,1998,36,32,2835,31.5,5,5,10,5,0,0,5,0,0.16,0.16,0.32,0.16,0.32,big5_club
MNE,DF,32,1992,33,32,2778,30.9,1,2,3,1,0,0,1,1,0.03,0.06,0.1,0.03,0.1,big5_club
POL,MF,18,2007,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,GK,23,2002,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,30,1995,32,31,2666,29.6,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,"FW,MF",28,1996,27,14,1253,13.9,1,2,3,1,0,0,1,0,0.07,0.14,0.22,0.07,0.22,big5_club
ITA,FW,23,2001,12,9,687,7.6,2,1,3,2,0,0,0,0,0.26,0.13,0.39,0.26,0.39,big5_club
ITA,MF,30,1994,27,24,1985,22.1,3,3,6,1,2,2,6,0,0.14,0.14,0.27,0.05,0.18,big5_club
ITA,GK,20,2005,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ALB,DF,31,1994,5,1,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,MF,24,2001,24,11,1187,13.2,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,big5_club
DEN,FW,24,2001,30,18,1593,17.7,5,1,6,5,0,0,0,0,0.28,0.06,0.34,0.28,0.34,big5_club
ITA,GK,31,1994,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,MF,23,2002,17,17,1394,15.5,3,2,5,3,0,0,5,0,0.19,0.13,0.32,0.19,0.32,big5_club
ITA,DF,26,1999,24,17,1469,16.3,1,0,1,1,0,0,8,0,0.06,0.0,0.06,0.06,0.06,big5_club
ITA,DF,31,1993,23,9,938,10.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,24,2000,31,31,2472,27.5,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,23,2002,30,21,1725,19.2,4,2,6,4,0,0,6,0,0.21,0.1,0.31,0.21,0.31,big5_club
ITA,FW,30,1995,26,26,2104,23.4,3,0,3,3,0,1,6,1,0.13,0.0,0.13,0.13,0.13,big5_club
FRA,MF,26,1999,16,16,1428,15.9,2,1,3,2,0,0,5,1,0.13,0.06,0.19,0.13,0.19,big5_club
URU,MF,33,1991,13,5,603,6.7,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,big5_club
ITA,MF,23,2001,11,6,512,5.7,0,1,1,0,0,0,2,1,0.0,0.18,0.18,0.0,0.18,big5_club
POR,DF,25,2000,23,17,1473,16.4,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,DF,22,2003,26,13,1536,17.1,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"MF,DF",32,1993,14,6,667,7.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"FW,MF",38,1987,29,9,982,10.9,5,2,7,3,2,2,4,0,0.46,0.18,0.64,0.27,0.46,big5_club
SRB,FW,21,2003,8,2,233,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MAR,MF,21,2004,13,5,609,6.8,0,2,2,0,0,0,1,1,0.0,0.3,0.3,0.0,0.3,big5_club
NED,FW,26,1999,29,9,1148,12.8,4,2,6,4,0,0,6,1,0.31,0.16,0.47,0.31,0.47,big5_club
CRO,MF,28,1996,23,23,1735,19.3,2,3,5,2,0,0,0,1,0.1,0.16,0.26,0.1,0.26,big5_club
ARG,FW,26,1998,11,8,692,7.7,2,3,5,2,0,0,2,0,0.26,0.39,0.65,0.26,0.65,big5_club
ITA,DF,25,2000,37,34,3056,34.0,0,4,4,0,0,0,3,0,0.0,0.12,0.12,0.0,0.12,big5_club
FRA,MF,25,2000,3,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,DF,22,2003,4,3,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
IRL,DF,25,1999,14,6,543,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,DF,22,2002,36,33,3020,33.6,0,1,1,0,0,0,9,0,0.0,0.03,0.03,0.0,0.03,big5_club
ITA,FW,17,2008,21,7,687,7.6,1,0,1,1,0,1,1,0,0.13,0.0,0.13,0.13,0.13,big5_club
FRA,DF,25,2000,7,1,197,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,DF,23,2002,21,18,1701,18.9,1,0,1,1,0,0,3,0,0.05,0.0,0.05,0.05,0.05,big5_club
ANG,DF,27,1997,23,21,1830,20.3,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,MF,24,2000,27,1,544,6.0,2,0,2,2,0,0,3,0,0.33,0.0,0.33,0.33,0.33,big5_club
ZAM,"MF,FW",24,2001,32,21,1752,19.5,5,4,9,5,0,0,6,1,0.26,0.21,0.46,0.26,0.46,big5_club
MLI,MF,29,1996,33,31,2689,29.9,3,1,4,3,0,0,4,0,0.1,0.03,0.13,0.1,0.13,big5_club
CHI,DF,20,2005,1,1,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ALB,MF,21,2003,13,12,871,9.7,2,3,5,2,0,0,0,0,0.21,0.31,0.52,0.21,0.52,big5_club
GUI,MF,23,2001,15,5,633,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SRB,FW,23,2001,34,20,1709,19.0,4,0,4,3,1,1,1,0,0.21,0.0,0.21,0.16,0.16,big5_club
NED,MF,20,2005,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ISR,"MF,FW",25,2000,19,10,975,10.8,2,1,3,2,0,0,0,0,0.18,0.09,0.28,0.18,0.28,big5_club
MTN,MF,21,2004,15,10,842,9.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"FW,MF",26,1999,21,13,1066,11.8,1,2,3,1,0,0,1,0,0.08,0.17,0.25,0.08,0.25,big5_club
TOG,MF,22,2003,5,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,"MF,FW",24,2001,37,31,2597,28.9,1,2,3,1,0,0,4,0,0.03,0.07,0.1,0.03,0.1,big5_club
ESP,"FW,MF",28,1996,16,9,859,9.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,DF,20,2004,37,36,3219,35.8,2,0,2,2,0,0,7,0,0.06,0.0,0.06,0.06,0.06,big5_club
MAR,FW,27,1998,17,11,1000,11.1,3,1,4,3,0,0,2,0,0.27,0.09,0.36,0.27,0.36,big5_club
ITA,GK,30,1995,38,38,3420,38.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ALB,MF,29,1996,37,37,3203,35.6,1,0,1,1,0,0,10,0,0.03,0.0,0.03,0.03,0.03,big5_club
MAR,MF,26,1998,9,5,460,5.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,MF,24,2001,9,2,167,1.9,0,1,1,0,0,0,0,0,0.0,0.54,0.54,0.0,0.54,big5_club
ISL,MF,24,2000,8,1,147,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,MF,30,1995,29,28,2550,28.3,6,4,10,6,0,0,6,1,0.21,0.14,0.35,0.21,0.35,big5_club
BEL,MF,26,1999,35,33,2788,31.0,3,3,6,3,0,0,5,0,0.1,0.1,0.19,0.1,0.19,big5_club
SUI,MF,23,2002,14,7,701,7.8,0,1,1,0,0,0,0,0,0.0,0.13,0.13,0.0,0.13,big5_club
NED,FW,18,2006,2,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
USA,FW,26,1998,30,18,1609,17.9,8,4,12,8,0,1,0,0,0.45,0.22,0.67,0.45,0.67,big5_club
FRA,FW,27,1997,32,15,1356,15.1,7,3,10,2,5,5,0,0,0.46,0.2,0.66,0.13,0.33,big5_club
GER,DF,19,2006,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,"MF,DF",19,2005,31,27,2441,27.1,2,0,2,2,0,0,3,0,0.07,0.0,0.07,0.07,0.07,big5_club
ENG,DF,27,1997,33,31,2554,28.4,0,2,2,0,0,0,8,1,0.0,0.07,0.07,0.0,0.07,big5_club
BEL,DF,23,2002,26,19,1800,20.0,1,1,2,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,big5_club
CRO,MF,39,1985,34,32,2811,31.2,2,3,5,2,0,0,4,0,0.06,0.1,0.16,0.06,0.16,big5_club
ITA,DF,25,1999,30,28,2530,28.1,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,GK,30,1995,37,37,3295,36.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,FW,32,1993,20,3,659,7.3,1,0,1,1,0,1,0,0,0.14,0.0,0.14,0.14,0.14,big5_club
ECU,MF,27,1998,19,13,1034,11.5,1,1,2,1,0,0,5,1,0.09,0.09,0.17,0.09,0.17,big5_club
ITA,GK,35,1990,2,1,125,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,FW,26,1999,29,23,1851,20.6,9,3,12,7,2,2,5,0,0.44,0.15,0.58,0.34,0.49,big5_club
ENG,"MF,FW",29,1996,28,12,1133,12.6,3,1,4,3,0,0,2,0,0.24,0.08,0.32,0.24,0.32,big5_club
NGA,"FW,MF",26,1999,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,MF,23,2001,31,11,1312,14.6,1,4,5,1,0,0,3,0,0.07,0.27,0.34,0.07,0.34,big5_club
MEX,FW,24,2001,16,11,892,9.9,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,big5_club
SRB,DF,24,2001,34,33,2869,31.9,5,1,6,5,0,0,4,0,0.16,0.03,0.19,0.16,0.19,big5_club
FRA,MF,26,1999,33,28,2203,24.5,2,3,5,2,0,0,4,0,0.08,0.12,0.2,0.08,0.2,big5_club
USA,MF,22,2002,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SUI,"MF,DF",20,2004,27,7,833,9.3,2,2,4,2,0,0,3,0,0.22,0.22,0.43,0.22,0.43,big5_club
ESP,DF,20,2005,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,DF,26,1999,33,28,2521,28.0,0,1,1,0,0,0,3,0,0.0,0.04,0.04,0.0,0.04,big5_club
ITA,GK,28,1997,11,11,979,10.9,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,big5_club
BRA,"MF,FW",22,2002,14,9,834,9.3,4,0,4,4,0,0,1,0,0.43,0.0,0.43,0.43,0.43,big5_club
KVX,DF,31,1994,21,21,1795,19.9,2,1,3,2,0,0,2,0,0.1,0.05,0.15,0.1,0.15,big5_club
CMR,MF,29,1995,18,14,1258,14.0,4,1,5,4,0,0,1,0,0.29,0.07,0.36,0.29,0.36,big5_club
ITA,MF,22,2003,12,8,612,6.8,1,2,3,1,0,0,2,0,0.15,0.29,0.44,0.15,0.44,big5_club
SCO,MF,24,2001,17,8,805,8.9,1,0,1,1,0,0,1,0,0.11,0.0,0.11,0.11,0.11,big5_club
BRA,"FW,MF",28,1997,16,10,922,10.2,3,3,6,3,0,0,3,0,0.29,0.29,0.59,0.29,0.59,big5_club
MKD,"MF,FW",25,1999,33,20,1783,19.8,1,3,4,1,0,0,3,0,0.05,0.15,0.2,0.05,0.2,big5_club
BRA,"MF,FW",21,2003,12,2,338,3.8,0,1,1,0,0,0,0,0,0.0,0.27,0.27,0.0,0.27,big5_club
ITA,"DF,MF",31,1993,26,26,2276,25.3,2,1,3,2,0,0,1,0,0.08,0.04,0.12,0.08,0.12,big5_club
ITA,FW,21,2003,3,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,DF,34,1991,24,19,1675,18.6,0,0,0,0,0,0,10,1,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,MF,34,1991,18,13,1165,12.9,5,2,7,2,3,3,1,0,0.39,0.15,0.54,0.15,0.31,big5_club
